gene,mi_score,rf_importance,combined_score
group_16919,0.001592452849520254,0.00010953568595502397,0.01872113821629305
group_15087,0.0022423293096119554,0.0,0.018720194461663172
group_20121,0.0006545554176170809,0.00026756258428840433,0.018719811019506826
group_11695,0.00012332380485698125,0.0003569080234782627,0.018711029120391087
entD,0.0022385490464188196,0.0,0.018688634748792128
group_10845,0.0008158727694768941,0.00023968102004253152,0.018685305982928495
group_9642,0.0006056177624726433,0.00027500060973286285,0.018679737232215325
rusA_5,0.0002061862633609135,0.00034171107750223924,0.0186499438129383
group_1756,0.0022309514668900493,0.0,0.018625205983070655
group_15405,0.0015466129931726025,0.0001153236572661243,0.018625181796903496
yecS_1,0.0015625880125831187,0.0001125793762808099,0.018622596561764057
group_7026,0.002226647146187033,0.0,0.018589271150348224
era_4,0.002226647146187033,0.0,0.018589271150348224
yneE,4.209909394820022e-05,0.00036807372922098585,0.0185860769749002
group_9799,0.001277219442964217,0.0001595887682489053,0.01856905897114654
group_14451,0.0011979500669835608,0.00017201812674778237,0.018523033216630097
ybl50,0.001984666881460234,3.932813720483033e-05,0.018517428584962307
hcrA_3,0.002211679261110905,0.0,0.018464311026897783
ythA,0.0003678508497595989,0.0003105891879014265,0.018457809850481406
group_10077,0.0022095101026228803,0.0,0.018446201700759286
group_44932,0.0018277615588331714,6.394323310470548e-05,0.018426944692917176
group_14719,0.0022070687173377027,0.0,0.018425819675838985
group_13729,0.00017089248422749725,0.00034287486026420515,0.018412946521697015
group_11088,0.0016029513007165264,0.00010105122376425405,0.01838845926354559
iolS_3,0.0022025875180520793,0.0,0.018388408163585286
ybl31,0.002199477849290671,0.0,0.018362446941252324
group_9876,3.569330018317329e-05,0.00036361816132664786,0.018311866153039702
group_4669,0.00027177614377627,0.0003238147987275758,0.018310930832706112
yicJ,0.00011501806781150092,0.00035003289658808363,0.018301089998788756
group_21444,0.0008488062497965937,0.00022618683973239724,0.01829174227082764
group_9389,0.00014239443616215208,0.0003450834685929384,0.018284445064640813
group_24931,0.002188746428597038,0.0,0.018272855148700837
pld1,0.002188746428597038,0.0,0.018272855148700837
hcaR_2,0.002188746428597038,0.0,0.018272855148700837
group_20952,0.002188746428597038,0.0,0.018272855148700837
group_20955,0.0016850972666056785,8.484982915819977e-05,0.018271631242381074
group_4366,0.0017935934015461674,6.655139737850599e-05,0.018270900312625238
traV,0.000596068198498334,0.0002682759838021348,0.018266869876072168
group_10445,0.00017162337862308696,0.00033972506983763495,0.01826300575834097
group_173,0.0013179986829015347,0.0001464604993610305,0.018259123458823027
argK,0.001566645346452955,0.00010455224852154313,0.01825880027064746
ycjV,4.136871055428204e-05,0.000361399393760698,0.018249328403526395
group_24969,0.00163178151839255,9.327095851871525e-05,0.018243710339044122
group_13536,0.000685481968561219,0.00025264785354814085,0.018239117364602472
group_14138,0.0014267399727994068,0.00012744137859543902,0.01822473581508187
group_10447,0.0005358662877999326,0.00027747318932279413,0.018219906826033583
invF,0.0021807286197118303,0.0,0.018205918077564744
group_10397,0.0021768285687207845,0.0,0.018173358310381513
group_20298,0.0009715938163608467,0.0002029485173523956,0.01816559865897369
group_9457,0.0002270713867427998,0.00032834330036200413,0.018162055896832483
allS_5,4.004949187591533e-06,0.00036531810690336247,0.01813153081099724
group_1453,0.00019144872467659335,0.0003334068891208188,0.018115511841674443
group_4465,0.0018428623529642696,5.4800988064333053e-05,0.01810010163494407
group_7500,0.00010774398130265761,0.0003471076256037836,0.01809544209885983
group_24297,0.0011120656088673686,0.00017783690765464966,0.018094288800727547
group_16268,0.00011589714255895445,0.00034570747056492297,0.01809414457251531
eprK,0.0018269629528401554,5.732055224242407e-05,0.018092185564284456
group_7678,0.0007660209592679212,0.00023595253738989107,0.01808440423654136
torA,0.0009956789978709524,0.0001972494228132269,0.018084338120593076
sitB,4.9349275932752956e-05,0.00035593751480253737,0.018045369501192947
group_14650,0.0017234052734367844,7.362721211040452e-05,0.0180354717536034
group_24388,0.002159675912520309,0.0,0.018030158517931688
group_2988,0.0013620975970618787,0.00013422648220850952,0.018021204223678113
group_8881,0.0013776752465112924,0.00013149737530501437,0.018016053259813782
group_20872,0.0006419912703939934,0.00025539267460982103,0.0180120133604135
group_12252,0.0013101644631137582,0.00014272613016439017,0.018008716005817323
group_11659,0.00043688285492894663,0.0002898768583820207,0.018008024628061142
group_528,0.0021560105710183297,0.0,0.01799955823444168
group_327,0.0020694012335100154,1.453203590752069e-05,0.01799642246030911
group_200,0.0016796566274650537,7.99385664125949e-05,0.017982902641287036
group_5940,0.0021505933906580815,0.0,0.01795433263823173
kch,0.0013272792244892265,0.00013861575073905293,0.017947968555143266
group_14168,0.0003168703468003353,0.0003088461493221996,0.017945845350973978
group_15856,0.0009970180403312823,0.00019415888677896912,0.01794241001243785
group_1760,0.0013255355295101467,0.00013796597915035898,0.01790122112390397
group_10491,0.0019640944063509524,3.0064344013142787e-05,0.017886743912597453
group_15244,0.0015721562352140617,9.592663953657055e-05,0.01787748990383156
codB_1,0.000268313088430977,0.0003146433211696961,0.01782765836795831
group_9275,0.0018422770786520326,4.93824845457522e-05,0.017826779246941166
group_18328,0.000327405969306388,0.0003045483449097967,0.017820886480383498
group_6896,0.0011365042944219417,0.00016800940066417057,0.017811455264039176
group_12646,0.001079600332451816,0.00017753940171094863,0.01780851220819679
group_16344,0.0014989538240723632,0.00010644500211700143,0.017787442519557023
ycdT_1,0.0007498245455440644,0.0002326656787356313,0.017786354560898592
